Unnamed: 0,cluster,cluster_cats,cluster_cats_counts,comps_count,node_count
39,39.0,['Mobile Apps'],Counter({'Mobile Apps': 1}),1.0,1.0
40,40.0,[],Counter(),0.0,1.0
41,41.0,[],Counter(),0.0,1.0
42,42.0,[],Counter(),0.0,1.0
43,43.0,['Education'],Counter({'Education': 1}),1.0,1.0
44,44.0,[],Counter(),0.0,4.0
45,45.0,[],Counter(),0.0,1.0
46,46.0,['Blogging Platforms'],Counter({'Blogging Platforms': 1}),1.0,1.0
47,47.0,['Clean Energy'],Counter({'Clean Energy': 1}),1.0,1.0
48,48.0,['Advertising'],Counter({'Advertising': 1}),1.0,1.0
49,49.0,[],Counter(),0.0,1.0
50,50.0,[],Counter(),0.0,1.0
51,51.0,[],Counter(),0.0,1.0
52,52.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
53,53.0,['Apps'],Counter({'Apps': 1}),1.0,1.0
54,54.0,[],Counter(),0.0,1.0
55,55.0,[],Counter(),0.0,3.0
56,56.0,[],Counter(),0.0,1.0
57,57.0,['Communications Infrastructure'],Counter({'Communications Infrastructure': 1}),1.0,1.0
58,58.0,[],Counter(),0.0,1.0
59,59.0,['Consulting'],Counter({'Consulting': 1}),1.0,1.0
60,60.0,['Human Resources'],Counter({'Human Resources': 1}),1.0,1.0
61,61.0,[],Counter(),0.0,1.0
62,62.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
63,63.0,[],Counter(),0.0,1.0
64,64.0,[],Counter(),0.0,1.0
65,65.0,[],Counter(),0.0,6.0
66,66.0,[],Counter(),0.0,1.0
67,67.0,['Market Research'],Counter({'Market Research': 1}),1.0,1.0
68,68.0,['Banking'],Counter({'Banking': 1}),1.0,1.0
69,69.0,[],Counter(),0.0,2.0
70,70.0,[],Counter(),0.0,1.0
71,71.0,[],Counter(),0.0,1.0
72,72.0,['EdTech'],Counter({'EdTech': 1}),1.0,1.0
73,73.0,['Email Marketing'],Counter({'Email Marketing': 1}),1.0,1.0
74,74.0,['Manufacturing'],Counter({'Manufacturing': 1}),1.0,1.0
75,75.0,[],Counter(),0.0,1.0
76,76.0,['Data Center'],Counter({'Data Center': 1}),1.0,1.0
77,77.0,[],Counter(),0.0,1.0
78,78.0,[],Counter(),0.0,6.0
79,79.0,['Internet'],Counter({'Internet': 1}),1.0,1.0
80,80.0,[],Counter(),0.0,1.0
81,81.0,['Internet'],Counter({'Internet': 1}),1.0,1.0
82,82.0,[],Counter(),0.0,1.0
83,83.0,[],Counter(),0.0,2.0
84,84.0,['Cloud Management'],Counter({'Cloud Management': 1}),1.0,1.0
85,85.0,[],Counter(),0.0,1.0
86,86.0,[],Counter(),0.0,2.0
87,87.0,['Analytics'],Counter({'Analytics': 1}),1.0,1.0
88,88.0,[],Counter(),0.0,1.0
89,89.0,['Digital Media'],Counter({'Digital Media': 1}),1.0,1.0
90,90.0,[],Counter(),0.0,1.0
91,91.0,[],Counter(),0.0,1.0
92,92.0,[],Counter(),0.0,1.0
93,93.0,[],Counter(),0.0,0.0
94,94.0,['Clean Energy'],Counter({'Clean Energy': 1}),1.0,1.0
95,95.0,['Consumer Lending'],Counter({'Consumer Lending': 1}),1.0,1.0
96,96.0,[],Counter(),0.0,2.0
97,97.0,[],Counter(),0.0,1.0
98,98.0,[],Counter(),0.0,1.0
99,99.0,['3D Technology'],Counter({'3D Technology': 1}),1.0,1.0
100,100.0,[],Counter(),0.0,1.0
101,101.0,[],Counter(),0.0,1.0
102,102.0,[],Counter(),0.0,1.0
103,103.0,[],Counter(),0.0,1.0
104,104.0,[],Counter(),0.0,7.0
105,105.0,[],Counter(),0.0,1.0
106,106.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
107,107.0,[],Counter(),0.0,1.0
108,108.0,[],Counter(),0.0,1.0
109,109.0,[],Counter(),0.0,1.0
110,110.0,['Education'],Counter({'Education': 1}),1.0,1.0
111,111.0,[],Counter(),0.0,2.0
112,112.0,['Clean Energy'],Counter({'Clean Energy': 1}),1.0,1.0
113,113.0,['Android'],Counter({'Android': 1}),1.0,1.0
114,114.0,['Biopharma'],Counter({'Biopharma': 1}),1.0,1.0
115,115.0,['CleanTech'],Counter({'CleanTech': 1}),1.0,1.0
116,116.0,[],Counter(),0.0,1.0
117,117.0,['Autonomous Vehicles'],Counter({'Autonomous Vehicles': 1}),1.0,1.0
118,118.0,[],Counter(),0.0,0.0
119,119.0,['Clean Energy'],Counter({'Clean Energy': 1}),1.0,1.0
120,120.0,[],Counter(),0.0,2.0
121,121.0,[],Counter(),0.0,2.0
122,122.0,['Family'],Counter({'Family': 1}),1.0,1.0
123,123.0,[],Counter(),0.0,1.0
124,124.0,"['Analytics', 'Human Resources', 'Professional Networking']","Counter({'Analytics': 1, 'Professional Networking': 1, 'Human Resources': 1})",3.0,3.0
125,125.0,[],Counter(),0.0,1.0
126,126.0,[],Counter(),0.0,2.0
127,127.0,['Freemium'],Counter({'Freemium': 1}),1.0,1.0
128,128.0,[],Counter(),0.0,1.0
129,129.0,[],Counter(),0.0,2.0
130,130.0,[],Counter(),0.0,5.0
131,131.0,['Manufacturing'],Counter({'Manufacturing': 1}),1.0,1.0
132,132.0,['Analytics'],Counter({'Analytics': 1}),1.0,1.0
133,133.0,[],Counter(),0.0,1.0
134,134.0,['Autonomous Vehicles'],Counter({'Autonomous Vehicles': 1}),1.0,1.0
135,135.0,[],Counter(),0.0,2.0
136,136.0,['Consumer Lending'],Counter({'Consumer Lending': 1}),1.0,1.0
137,137.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
138,138.0,[],Counter(),0.0,6.0
139,139.0,[],Counter(),0.0,1.0
140,140.0,[],Counter(),0.0,1.0
141,141.0,[],Counter(),0.0,1.0
142,142.0,[],Counter(),0.0,1.0
143,143.0,"['Cloud Computing', 'Health Care']","Counter({'Cloud Computing': 1, 'Health Care': 1})",2.0,2.0
144,144.0,[],Counter(),0.0,1.0
145,145.0,['Ad Network'],Counter({'Ad Network': 1}),1.0,1.0
146,146.0,[],Counter(),0.0,1.0
147,147.0,[],Counter(),0.0,2.0
148,148.0,['Developer Tools'],Counter({'Developer Tools': 1}),1.0,1.0
149,149.0,[],Counter(),0.0,1.0
150,150.0,[],Counter(),0.0,1.0
151,151.0,[],Counter(),0.0,1.0
152,152.0,[],Counter(),0.0,1.0
153,153.0,['Network Security'],Counter({'Network Security': 1}),1.0,1.0
154,154.0,[],Counter(),0.0,1.0
155,155.0,['Hardware'],Counter({'Hardware': 1}),1.0,1.0
156,156.0,[],Counter(),0.0,1.0
157,157.0,['Electronics'],Counter({'Electronics': 1}),1.0,1.0
158,158.0,[],Counter(),0.0,1.0
159,159.0,[],Counter(),0.0,1.0
160,160.0,[],Counter(),0.0,1.0
161,161.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
162,162.0,['Hardware'],Counter({'Hardware': 1}),1.0,1.0
163,163.0,[],Counter(),0.0,3.0
164,164.0,[],Counter(),0.0,1.0
165,165.0,[],Counter(),0.0,1.0
166,166.0,[],Counter(),0.0,1.0
167,167.0,['Communications Infrastructure'],Counter({'Communications Infrastructure': 1}),1.0,1.0
168,168.0,[],Counter(),0.0,1.0
169,169.0,[],Counter(),0.0,3.0
170,170.0,['Biopharma'],Counter({'Biopharma': 1}),1.0,1.0
171,171.0,[],Counter(),0.0,1.0
172,172.0,[],Counter(),0.0,1.0
173,173.0,[],Counter(),0.0,1.0
174,174.0,['Database'],Counter({'Database': 1}),1.0,1.0
175,175.0,['Renewable Energy'],Counter({'Renewable Energy': 1}),1.0,1.0
176,176.0,['CleanTech'],Counter({'CleanTech': 1}),1.0,1.0
177,177.0,[],Counter(),0.0,2.0
178,178.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
179,179.0,['Gaming'],Counter({'Gaming': 1}),1.0,1.0
180,180.0,"['Analytics', 'Fitness', 'Health Care', 'E-Commerce', 'Advertising', 'Call Center', 'Customer Service', 'Enterprise Software', 'Health Care', 'Customer Service', 'Business Development', 'Infrastructure', 'Child Care', 'Biofuel', 'Bitcoin', 'Internet', 'Health Care', 'Hardware', 'Internet', 'Fitness', 'Advertising', 'Data Center', 'Health Care', 'Health Care', 'Information Technology', 'Enterprise Software', 'Consulting', 'Developer Tools', 'Health Care', 'Android', 'Mobile', 'Database', 'Manufacturing', 'Location Based Services', 'Personal Branding', 'Advertising', 'Advertising', 'Health Care', 'Enterprise Software', 'Electronics', 'Advertising', 'Accounting', 'Biotechnology', 'Broadcasting']","Counter({'Health Care': 7, 'Advertising': 5, 'Enterprise Software': 3, 'Customer Service': 2, 'Internet': 2, 'Fitness': 2, 'Information Technology': 1, 'Business Development': 1, 'Manufacturing': 1, 'Hardware': 1, 'Personal Branding': 1, 'Child Care': 1, 'Database': 1, 'Developer Tools': 1, 'Biofuel': 1, 'Call Center': 1, 'Electronics': 1, 'E-Commerce': 1, 'Broadcasting': 1, 'Android': 1, 'Location Based Services': 1, 'Biotechnology': 1, 'Consulting': 1, 'Analytics': 1, 'Infrastructure': 1, 'Accounting': 1, 'Bitcoin': 1, 'Data Center': 1, 'Mobile': 1})",44.0,44.0
181,181.0,[],Counter(),0.0,1.0
182,182.0,['Cloud Computing'],Counter({'Cloud Computing': 1}),1.0,1.0
183,183.0,['Government'],Counter({'Government': 1}),1.0,1.0
184,184.0,[],Counter(),0.0,1.0
185,185.0,['Broadcasting'],Counter({'Broadcasting': 1}),1.0,1.0
186,186.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
187,187.0,['E-Commerce'],Counter({'E-Commerce': 1}),1.0,1.0
188,188.0,[],Counter(),0.0,1.0
189,189.0,['Health Care'],Counter({'Health Care': 1}),1.0,2.0
190,190.0,['Enterprise Software'],Counter({'Enterprise Software': 1}),1.0,1.0
191,191.0,[],Counter(),0.0,1.0
192,192.0,['Digital Marketing'],Counter({'Digital Marketing': 1}),1.0,1.0
193,193.0,[],Counter(),0.0,1.0
194,194.0,['Enterprise Software'],Counter({'Enterprise Software': 1}),1.0,1.0
195,195.0,[],Counter(),0.0,1.0
196,196.0,['Banking'],Counter({'Banking': 1}),1.0,1.0
197,197.0,"['Big Data', 'Marketplace', 'Delivery']","Counter({'Delivery': 1, 'Big Data': 1, 'Marketplace': 1})",3.0,3.0
198,198.0,"['Computer', 'Ad Server']","Counter({'Ad Server': 1, 'Computer': 1})",2.0,2.0
199,199.0,[],Counter(),0.0,1.0
200,200.0,['Clean Energy'],Counter({'Clean Energy': 1}),1.0,1.0
201,201.0,"['Enterprise Software', 'Software']","Counter({'Enterprise Software': 1, 'Software': 1})",2.0,2.0
202,202.0,"['Consumer Electronics', 'Consumer Goods', 'Cloud Computing', 'Big Data']","Counter({'Big Data': 1, 'Consumer Goods': 1, 'Consumer Electronics': 1, 'Cloud Computing': 1})",4.0,4.0
203,203.0,[],Counter(),0.0,1.0
204,204.0,[],Counter(),0.0,1.0
205,205.0,[],Counter(),0.0,1.0
206,206.0,[],Counter(),0.0,1.0
207,207.0,['Infrastructure'],Counter({'Infrastructure': 1}),1.0,1.0
208,208.0,[],Counter(),0.0,1.0
209,209.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
210,210.0,"['Content', 'Billing']","Counter({'Content': 1, 'Billing': 1})",2.0,2.0
211,211.0,['Developer Platform'],Counter({'Developer Platform': 1}),1.0,1.0
212,212.0,[],Counter(),0.0,4.0
213,213.0,[],Counter(),0.0,2.0
214,214.0,[],Counter(),0.0,2.0
215,215.0,"['Information Services', 'Cloud Computing', 'Apps', 'Consumer Electronics']","Counter({'Cloud Computing': 1, 'Apps': 1, 'Information Services': 1, 'Consumer Electronics': 1})",4.0,4.0
216,216.0,[],Counter(),0.0,1.0
217,217.0,[],Counter(),0.0,1.0
218,218.0,[],Counter(),0.0,1.0
219,219.0,['Asset Management'],Counter({'Asset Management': 1}),1.0,1.0
220,220.0,['Apps'],Counter({'Apps': 1}),1.0,1.0
221,221.0,[],Counter(),0.0,1.0
222,222.0,['Energy'],Counter({'Energy': 1}),1.0,1.0
223,223.0,['Credit'],Counter({'Credit': 1}),1.0,1.0
224,224.0,[],Counter(),0.0,1.0
225,225.0,[],Counter(),0.0,1.0
226,226.0,[],Counter(),0.0,10.0
227,227.0,['Information Technology'],Counter({'Information Technology': 1}),1.0,1.0
228,228.0,[],Counter(),0.0,1.0
229,229.0,[],Counter(),0.0,1.0
230,230.0,[],Counter(),0.0,1.0
231,231.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
232,232.0,['Aerospace'],Counter({'Aerospace': 1}),1.0,1.0
233,233.0,['Information Services'],Counter({'Information Services': 1}),1.0,1.0
234,234.0,[],Counter(),0.0,1.0
235,235.0,['Nanotechnology'],Counter({'Nanotechnology': 1}),1.0,1.0
236,236.0,[],Counter(),0.0,1.0
237,237.0,[],Counter(),0.0,1.0
238,238.0,[],Counter(),0.0,1.0
239,239.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
240,240.0,[],Counter(),0.0,1.0
241,241.0,[],Counter(),0.0,1.0
242,242.0,[],Counter(),0.0,6.0
243,243.0,[],Counter(),0.0,1.0
244,244.0,[],Counter(),0.0,1.0
245,245.0,['Blogging Platforms'],Counter({'Blogging Platforms': 1}),1.0,1.0
246,246.0,['Semiconductor'],Counter({'Semiconductor': 1}),1.0,1.0
247,247.0,['Enterprise Software'],Counter({'Enterprise Software': 1}),1.0,1.0
248,248.0,[],Counter(),0.0,1.0
249,249.0,[],Counter(),0.0,3.0
250,250.0,['Chemical'],Counter({'Chemical': 1}),1.0,1.0
251,251.0,['Management Information Systems'],Counter({'Management Information Systems': 1}),1.0,1.0
252,252.0,[],Counter(),0.0,2.0
253,253.0,[],Counter(),0.0,13.0
254,254.0,[],Counter(),0.0,1.0
255,255.0,[],Counter(),0.0,1.0
256,256.0,[],Counter(),0.0,1.0
257,257.0,[],Counter(),0.0,2.0
258,258.0,[],Counter(),0.0,1.0
259,259.0,[],Counter(),0.0,0.0
260,260.0,[],Counter(),0.0,8.0
261,261.0,[],Counter(),0.0,0.0
262,262.0,['Credit'],Counter({'Credit': 1}),1.0,1.0
263,263.0,[],Counter(),0.0,1.0
264,264.0,[],Counter(),0.0,1.0
265,265.0,[],Counter(),0.0,1.0
266,266.0,['Enterprise Software'],Counter({'Enterprise Software': 1}),1.0,1.0
267,267.0,[],Counter(),0.0,1.0
268,268.0,[],Counter(),0.0,1.0
269,269.0,[],Counter(),0.0,1.0
270,270.0,[],Counter(),0.0,1.0
271,271.0,[],Counter(),0.0,1.0
272,272.0,['Apps'],Counter({'Apps': 1}),1.0,1.0
273,273.0,[],Counter(),0.0,1.0
274,274.0,['3D Technology'],Counter({'3D Technology': 1}),1.0,1.0
275,275.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
276,276.0,[],Counter(),0.0,6.0
277,277.0,[],Counter(),0.0,1.0
278,278.0,[],Counter(),0.0,1.0
279,279.0,[],Counter(),0.0,4.0
280,280.0,[],Counter(),0.0,1.0
281,281.0,['Business Travel'],Counter({'Business Travel': 1}),1.0,1.0
282,282.0,['Health Care'],Counter({'Health Care': 1}),1.0,1.0
283,283.0,[],Counter(),0.0,1.0
284,284.0,[],Counter(),0.0,1.0
285,285.0,"['Insurance', 'CRM', 'Consumer']","Counter({'CRM': 1, 'Insurance': 1, 'Consumer': 1})",3.0,3.0
286,286.0,['Health Care'],Counter({'Health Care': 1}),1.0,1.0
287,287.0,['Computer'],Counter({'Computer': 1}),1.0,1.0
288,288.0,[],Counter(),0.0,1.0
289,289.0,['Big Data'],Counter({'Big Data': 1}),1.0,1.0
290,290.0,['Communities'],Counter({'Communities': 1}),1.0,1.0
291,291.0,['Collaboration'],Counter({'Collaboration': 1}),1.0,1.0
292,292.0,[],Counter(),0.0,1.0
293,293.0,[],Counter(),0.0,1.0
294,294.0,[],Counter(),0.0,1.0
295,295.0,[],Counter(),0.0,1.0
296,296.0,"['Banking', 'Cloud Data Services', 'Internet']","Counter({'Internet': 1, 'Cloud Data Services': 1, 'Banking': 1})",3.0,3.0
297,297.0,[],Counter(),0.0,3.0
298,298.0,[],Counter(),0.0,1.0
299,299.0,[],Counter(),0.0,1.0
300,300.0,[],Counter(),0.0,1.0
301,301.0,[],Counter(),0.0,1.0
302,302.0,"['Digital Media', 'Content Discovery', 'Consumer', 'Internet', 'Manufacturing', 'Consumer Electronics', 'Customer Service', 'Data Storage', 'Hardware', 'Finance', 'Communities']","Counter({'Data Storage': 1, 'Finance': 1, 'Content Discovery': 1, 'Manufacturing': 1, 'Customer Service': 1, 'Communities': 1, 'Digital Media': 1, 'Internet': 1, 'Hardware': 1, 'Consumer Electronics': 1, 'Consumer': 1})",11.0,11.0
303,303.0,[],Counter(),0.0,1.0
304,304.0,[],Counter(),0.0,6.0
305,305.0,[],Counter(),0.0,1.0
306,306.0,['Analytics'],Counter({'Analytics': 1}),1.0,1.0
307,307.0,['Telecommunications'],Counter({'Telecommunications': 1}),1.0,1.0
308,308.0,[],Counter(),0.0,1.0
309,309.0,['Biopharma'],Counter({'Biopharma': 1}),1.0,1.0
310,310.0,['Financial Services'],Counter({'Financial Services': 1}),1.0,1.0
311,311.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
312,312.0,['Hardware'],Counter({'Hardware': 1}),1.0,1.0
313,313.0,['Beauty'],Counter({'Beauty': 1}),1.0,1.0
314,314.0,[],Counter(),0.0,3.0
315,315.0,['Clean Energy'],Counter({'Clean Energy': 1}),1.0,1.0
316,316.0,"['Broadcasting', 'Social CRM', 'Enterprise', 'Electronics', 'Cloud Infrastructure', 'Enterprise Software', 'Computer', 'Cloud Infrastructure', 'Biotechnology', 'CRM', 'Cyber Security', 'Hardware', 'Communications Infrastructure', 'Digital Media', 'Biopharma', 'Analytics', 'Infrastructure', 'Financial Services', 'Energy', 'Biotechnology', 'E-Commerce', 'Health Care', 'Biopharma', 'Big Data', 'Cloud Computing', 'Internet', 'Manufacturing', 'Architecture', 'Cloud Computing', 'Mobile', 'Internet', 'Electronics', 'Finance', 'Biopharma', 'Cloud Computing', 'Building Material', 'Information Technology', 'Developer APIs', 'Big Data', 'E-Commerce', 'Cyber Security', 'Health Care', 'Biotechnology', 'Analytics', 'Developer Platform', 'Advertising', 'Mobile', 'Apps', 'Electronics', 'Health Care', 'Cloud Computing', 'Audio', 'E-Commerce', 'Communications Infrastructure', 'Data Integration', 'Cloud Computing', 'Manufacturing', 'Blogging Platforms', 'Enterprise Software', 'Semiconductor', 'Consumer Applications', 'Data Center', 'Advertising', 'Biotechnology', 'Health Care', 'Music', 'Battery', 'Health Care', 'Banking', 'Automotive', 'Internet', 'Biotechnology', 'Biopharma']","Counter({'Health Care': 5, 'Biotechnology': 5, 'Cloud Computing': 5, 'Biopharma': 4, 'Electronics': 3, 'Internet': 3, 'E-Commerce': 3, 'Manufacturing': 2, 'Communications Infrastructure': 2, 'Big Data': 2, 'Advertising': 2, 'Enterprise Software': 2, 'Analytics': 2, 'Mobile': 2, 'Cloud Infrastructure': 2, 'Cyber Security': 2, 'Music': 1, 'Consumer Applications': 1, 'Digital Media': 1, 'Semiconductor': 1, 'Information Technology': 1, 'Architecture': 1, 'Building Material': 1, 'CRM': 1, 'Computer': 1, 'Battery': 1, 'Energy': 1, 'Financial Services': 1, 'Blogging Platforms': 1, 'Finance': 1, 'Hardware': 1, 'Data Integration': 1, 'Social CRM': 1, 'Broadcasting': 1, 'Banking': 1, 'Enterprise': 1, 'Automotive': 1, 'Data Center': 1, 'Infrastructure': 1, 'Developer Platform': 1, 'Apps': 1, 'Audio': 1, 'Developer APIs': 1})",73.0,73.0
317,317.0,['B2B'],Counter({'B2B': 1}),1.0,1.0
318,318.0,"['Health Care', 'Health Care', 'Biotechnology', 'Alternative Medicine']","Counter({'Health Care': 2, 'Biotechnology': 1, 'Alternative Medicine': 1})",4.0,4.0
319,319.0,['Internet'],Counter({'Internet': 1}),1.0,1.0
320,320.0,[],Counter(),0.0,2.0
321,321.0,[],Counter(),0.0,1.0
322,322.0,[],Counter(),0.0,1.0
323,323.0,[],Counter(),0.0,1.0
324,324.0,['Industrial'],Counter({'Industrial': 1}),1.0,1.0
325,325.0,[],Counter(),0.0,1.0
326,326.0,[],Counter(),0.0,1.0
327,327.0,[],Counter(),0.0,1.0
328,328.0,['Health Care'],Counter({'Health Care': 1}),1.0,1.0
329,329.0,[],Counter(),0.0,1.0
330,330.0,['Credit Cards'],Counter({'Credit Cards': 1}),1.0,1.0
331,331.0,['Chemical'],Counter({'Chemical': 1}),1.0,1.0
332,332.0,['Biotechnology'],Counter({'Biotechnology': 1}),1.0,1.0
333,333.0,[],Counter(),0.0,1.0
334,334.0,['Energy'],Counter({'Energy': 1}),1.0,1.0
335,335.0,"['Battery', 'Biotechnology']","Counter({'Biotechnology': 1, 'Battery': 1})",2.0,2.0
336,336.0,['Digital Entertainment'],Counter({'Digital Entertainment': 1}),1.0,1.0
337,337.0,[],Counter(),0.0,2.0
338,338.0,['Biopharma'],Counter({'Biopharma': 1}),1.0,1.0
339,339.0,['E-Commerce'],Counter({'E-Commerce': 1}),1.0,1.0
340,340.0,"['Consumer', 'Biotechnology', 'Cloud Computing', 'Biopharma', 'Hardware', 'Developer Tools', 'Content Delivery Network', 'Enterprise', 'Analytics', 'Career Planning', 'Biotechnology', 'Biopharma', 'E-Commerce', 'Communications Infrastructure', 'Crowdfunding', 'Biotechnology', 'Analytics', 'Business Development', 'Advertising', 'Biotechnology', 'Finance', 'Digital Media', 'Health Care', 'Analytics', 'Biotechnology', 'Agriculture', 'Health Care', 'Biotechnology', 'Delivery', 'Energy', 'Health Care', 'Delivery', 'Biopharma', 'Software', 'Finance', 'Biotechnology', 'Biotechnology', 'Cloud Computing', 'Aerospace', 'Battery', 'Content Delivery Network', 'Manufacturing']","Counter({'Biotechnology': 8, 'Health Care': 3, 'Biopharma': 3, 'Analytics': 3, 'Cloud Computing': 2, 'Delivery': 2, 'Finance': 2, 'Content Delivery Network': 2, 'Agriculture': 1, 'Manufacturing': 1, 'Aerospace': 1, 'Communications Infrastructure': 1, 'Digital Media': 1, 'Business Development': 1, 'Crowdfunding': 1, 'Developer Tools': 1, 'Energy': 1, 'Advertising': 1, 'E-Commerce': 1, 'Hardware': 1, 'Enterprise': 1, 'Software': 1, 'Consumer': 1, 'Battery': 1, 'Career Planning': 1})",42.0,42.0
341,341.0,[],Counter(),0.0,2.0
342,342.0,[],Counter(),0.0,1.0
343,343.0,[],Counter(),0.0,1.0
344,344.0,[],Counter(),0.0,1.0
