,0,1
6901,"('SunTrust Robinson Humphrey', {})",534
6902,"('Aragon Consulting Group', {'region': 'SF Bay Area', 'cat': 'Consulting', 'uuid': '020a4fec-4cf7-531d-29d9-f490b9462d44'})",534
6903,"('2NDNATURE', {'region': 'SF Bay Area', 'cat': 'Landscaping', 'uuid': 'b3654dab-7deb-207e-6f96-415059dd6833'})",534
6904,"('Bhaskar Ghosh', {})",534
6905,"('Waltz Networks', {'region': 'SF Bay Area', 'cat': 'Computer', 'uuid': 'c4b9593f-5ca8-0610-4ff2-9f5082d2e546'})",534
6906,"('Sanctum', {'region': 'SF Bay Area', 'cat': 'Network Security', 'uuid': '602aae6f-270b-ff24-f51f-f199d35fd8d5'})",534
6907,"('Fairhaven Capital Partners', {})",534
6908,"('Poynt', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': 'ea6aee5b-4019-6ad0-9195-91132598838d'})",534
6909,"('Hudson Capital Group', {})",534
6910,"('Vungle', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '89010b54-3f51-86ce-4774-513d1f655fd0'})",534
6911,"('i2we', {'region': 'SF Bay Area', 'cat': 'Social Media', 'uuid': '1b2349c6-2675-bcab-1058-24b1ea484fb5'})",534
6912,"('Medrio', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'e5c35015-5c8d-6c3f-48dd-fe780331c1b9'})",534
6913,"('FINODEX Accelerator', {})",534
6914,"('Discoverly', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': '60e1ec4d-8bf5-6345-3a2b-ae51ca296dbc'})",534
6915,"('National Healthcare Services', {})",534
6916,"('Lead - Erik Blachford', {})",534
6917,"('InstaVR', {'region': 'SF Bay Area', 'cat': 'Information Technology', 'uuid': '82aa7665-f15d-0401-9888-94f622aac229'})",534
6918,"('Lead - TechFund', {})",534
6919,"('Bill Raduchel', {})",534
6920,"('nWay', {'region': 'SF Bay Area', 'cat': 'Casual Games', 'uuid': '2897d324-8747-3e2e-8b69-0149e3b3d326'})",534
6921,"('Chatfuel', {'region': 'SF Bay Area', 'cat': 'Messaging', 'uuid': 'cef0e130-ae70-78ed-7fba-564af03cef3c'})",534
6922,"('Trailerpop', {'region': 'SF Bay Area', 'cat': 'Digital Entertainment', 'uuid': 'c61465dc-3389-72f7-53f7-1e80d16f1097'})",534
6923,"('Ross Allford', {})",534
6924,"('Emergent VR', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': 'a0260bc2-f64f-fca8-e9d0-56f592911a08'})",534
6925,"('Kevin W. Tung', {})",534
6926,"('Stanley Shuman', {})",534
6927,"('Plumzi', {'region': 'SF Bay Area', 'cat': 'Digital Entertainment', 'uuid': '321772c5-188c-7bc5-7080-b4235b33181a'})",534
6928,"('Bella Pictures', {'region': 'SF Bay Area', 'cat': 'Photography', 'uuid': 'f7ba8098-6d25-90cf-487c-f295068a10d9'})",534
6929,"('Sendori', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': 'ecd0a844-8700-85bd-5e93-2caebf9f49d6'})",534
6930,"('Propel Venture Partners', {})",534
6931,"('George Garrick', {})",534
6932,"('JD.com', {})",534
6933,"('PersistIQ', {'region': 'SF Bay Area', 'cat': 'B2B', 'uuid': '8ba9636e-316e-a113-d5e5-b994d0f9fd60'})",534
6934,"('JUGS', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': '56064d8a-264f-f218-abfa-af60620378ed'})",534
6935,"('John P. Cooke', {})",534
6936,"('Jaidev Shergill', {})",534
6937,"('East West Capital Limited', {})",534
6938,"('Rob Taylor', {})",534
6939,"('Great Oaks Venture Capital, Madison Angels', {})",534
6940,"('Cmune', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': 'e909c706-6089-6185-106b-d5c9c0e92031'})",534
6941,"('The Broad Foundations', {})",534
6942,"('Red Rock Ventures', {})",534
6943,"('Mike Kerns', {})",534
6944,"('CalCEF Clean Energy Angel Fund', {})",534
6945,"('Simpplr Inc', {'region': 'SF Bay Area', 'cat': 'Collaboration', 'uuid': '782dd135-abb1-a6f6-b95a-0cc868f7d7c1'})",534
6946,"('Lead - Consor Capital', {})",534
6947,"('XOJET', {'region': 'SF Bay Area', 'cat': 'Aerospace', 'uuid': 'd09b1d65-0ff5-1d85-831b-799caa8cea21'})",232
6948,"('Adam Wiggins', {})",534
6949,"('David Atchison', {})",534
6950,"('RepairPal', {'region': 'SF Bay Area', 'cat': 'Automotive', 'uuid': '8d2cf8ca-40bf-c622-48fd-842c17d77c97'})",534
6951,"('Ziegler', {})",534
6952,"('Half.com', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '9a6403f1-0dfd-b8ad-a536-1a418352bd9a'})",534
6953,"('Square', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '8b03cd97-d8a0-2246-8d0d-980f092d414e'})",87
6954,"('Advanced Data Exchange', {'region': 'SF Bay Area', 'cat': 'Data Integration', 'uuid': '25e445bc-d7c4-ca34-7d2d-eb420e37f18b'})",534
6955,"('Peach', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': 'd47a6c9e-4205-0c46-f848-9259eb210e5e'})",534
6956,"('Redhills Ventures', {})",534
6957,"('Lead - Duff', {})",534
6958,"('hi5', {'region': 'SF Bay Area', 'cat': 'Content', 'uuid': '8843b4a1-19c0-390b-507c-e6639ac8e8f4'})",534
6959,"('Convoke Systems', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': '060322e3-2014-d14e-ce35-dcc18788549c'})",534
6960,"('PALgenesis', {})",534
6961,"('Daniel Gross', {})",534
6962,"('Belvedere Capital Partners', {})",534
6963,"('Zac Zeitlin', {})",534
6964,"('Larry Marshall', {})",534
6965,"('Dheeraj Sanka', {})",534
6966,"('Steen Sandahl', {})",534
6967,"('Transvirtual Technologies', {'region': 'SF Bay Area', 'cat': 'Developer Tools', 'uuid': '7d543dfc-1cab-ce34-8794-fa3386964f9b'})",534
6968,"('Mavrx', {'region': 'SF Bay Area', 'cat': 'Agriculture', 'uuid': '910192b6-3ea5-ede2-31bc-b5d48b736e01'})",534
6969,"('Beresheit General Partner Ltd.', {})",534
6970,"('Lucid', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '257a6ab5-b751-7dc6-664d-a7fa1dd77546'})",534
6971,"('H2OPTX, Inc', {'region': 'SF Bay Area', 'cat': 'Chemical', 'uuid': 'd1a07430-4e58-af80-32c2-cb4df3668c53'})",534
6972,"('Columbia Partners Private Capital', {})",534
6973,"('EGS Healthcare Capital Partners', {})",534
6974,"('Overstock.com', {})",534
6975,"('Balderton Capital', {})",534
6976,"('Achex', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': 'ca901ef3-14d3-b04c-f7cb-063123362606'})",180
6977,"('DoWhistle', {'region': 'SF Bay Area', 'cat': 'Consumer', 'uuid': '1170a6e4-e869-3025-2e3e-d6941e88129c'})",534
6978,"('VentureFriends', {})",534
6979,"('NexTag', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': 'e20d934e-de48-9de9-bfc1-b1b2dcc6fcc4'})",18
6980,"('Tom Kelly', {})",534
6981,"('Francisco Cordero', {})",534
6982,"('Leo Chan', {})",534
6983,"('Lead - Lowercase Capital', {})",534
6984,"('Vascular Dynamics', {'region': 'SF Bay Area', 'cat': 'Hardware', 'uuid': 'b2cc7e35-11c6-5f34-8dae-8da1340b5ab0'})",534
6985,"('Posit Science', {'region': 'SF Bay Area', 'cat': 'Fitness', 'uuid': '3d5ac1fa-27d3-09ec-33df-0e91540636ca'})",180
6986,"('DreamIt Ventures', {})",534
6987,"('Cameron Walters', {})",534
6988,"('Chord Capital', {})",534
6989,"('Parenthoods', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': 'c2c9dd16-1975-f1a3-df1a-6b9574e73f60'})",534
6990,"('Justin Kitch', {})",534
6991,"('Weka.IO', {'region': 'SF Bay Area', 'cat': 'Cloud Storage', 'uuid': 'f8654429-ca3d-ae03-b5d5-3f136f029f3e'})",534
6992,"('Eric Dunn', {})",534
6993,"('Jolt.us', {'region': 'SF Bay Area', 'cat': 'Corporate Training', 'uuid': 'cdea5a11-ead4-e4f1-286f-03acd42d03c2'})",534
6994,"('Zmanda', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': 'e7920489-0fe9-c9d8-9681-d84367861532'})",534
6995,"('HearstLab', {})",534
6996,"('Inductly', {'region': 'SF Bay Area', 'cat': 'B2B', 'uuid': '8f85aad6-b764-1151-7f6b-30f3d47954fd'})",534
6997,"('Rancher Labs', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': '293cca7e-2c9b-ebc6-e470-bfc064f2c873'})",534
6998,"('Platinum Neurone Ventures (PNV)', {})",534
6999,"('Media Publisher', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': '0cfd32cd-b144-62bd-789b-08ca94d8c185'})",534
7000,"('Lead - Information Venture Partners', {})",534
7001,"('iLux Corporation', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '217115d1-cc00-062a-3efc-10209527caf8'})",534
7002,"('Sapias', {'region': 'SF Bay Area', 'cat': 'Communities', 'uuid': '1d7ac67c-eb5d-dacc-811d-52e830a81715'})",534
7003,"('Koen Munneke', {})",534
7004,"('JotSpot', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': 'd98d9b6d-40b9-a475-9d16-8bb9f39f054d'})",534
7005,"('Matt Ocko', {})",534
7006,"('Sandhill Group', {})",534
7007,"('Paul Guthrie', {})",534
7008,"('S.E.A. Medical Systems', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '603c758b-e877-0dae-611f-096b3ef5ce82'})",534
7009,"('SlidePay', {'region': 'SF Bay Area', 'cat': 'Credit Cards', 'uuid': 'a7386413-d68f-f678-0937-b98afe66015b'})",534
7010,"('Jesse Draper', {})",534
7011,"('Drew Perkins', {})",534
7012,"('Future System Consulting Corp', {})",534
7013,"('#Angels', {})",534
7014,"('Gigex', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': '8d0ee4af-5887-4d71-6e0f-679da0662340'})",534
7015,"('Pete Thomas', {})",534
7016,"('Paul Buchheit', {})",534
7017,"('Anthony Saleh', {})",534
7018,"('Raf Manji', {})",534
7019,"('Muralitharan Kengatharan', {})",534
7020,"('Seed', {'region': 'SF Bay Area', 'cat': 'Banking', 'uuid': '69f32412-818b-9d21-7910-f61beccede18'})",534
7021,"('LVenture Group', {})",534
7022,"('Lightbend', {'region': 'SF Bay Area', 'cat': 'Enterprise Applications', 'uuid': 'b0b0881e-6d79-acb0-d68e-726088a076ba'})",453
7023,"('Lifeline Ventures', {})",534
7024,"('Arts Alliance', {})",534
7025,"('Erik Swan', {})",534
7026,"('Pivot Investment Partners', {})",534
7027,"('Inspovation Ventures', {})",534
7028,"('SeptRx', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'ff246c73-312e-7d41-2209-43003946334f'})",534
7029,"('Zephyr Health', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '1e547294-7fbf-efd3-e314-872777bb6673'})",534
7030,"('Val Babajov', {})",534
7031,"('Adioso', {'region': 'SF Bay Area', 'cat': 'Travel', 'uuid': '94e41b1b-8f70-789f-f8c9-191aef090c6a'})",534
7032,"('Samir Bangara', {})",534
7033,"('Optimalize.me', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '1811cf30-d9b9-28bd-f96c-5da0b469446a'})",534
7034,"('Green Dot Capital', {})",534
7035,"('Scout Ventures', {})",534
7036,"('L.P.', {})",276
7037,"('Zenamins', {'region': 'SF Bay Area', 'cat': 'Medical', 'uuid': '6a1dc7eb-1a02-abd9-fea7-ecf5a301682e'})",534
7038,"('Shana Fisher', {})",534
7039,"('Primedia Ventures', {})",534
7040,"('SP Investment Fund', {})",534
7041,"('Suresh Nihalani', {})",534
7042,"('Marc Ecko', {})",534
7043,"('Lantern', {'region': 'SF Bay Area', 'cat': 'Fitness', 'uuid': '3b56670f-da34-7c29-5ef1-23a501980e1a'})",534
7044,"('Vegas Valley Angels', {})",534
7045,"('Applied Quantum Technologies', {'region': 'SF Bay Area', 'cat': 'Manufacturing', 'uuid': 'a09b473e-ce3f-e1e2-bfdf-f66414ec8bef'})",534
7046,"('NinthDecimal', {'region': 'SF Bay Area', 'cat': 'Ad Targeting', 'uuid': '1c0a2f37-15f2-d0ca-3f5b-3c41c9232f51'})",534
7047,"('Capinfo Company', {})",534
7048,"('LawPivot', {'region': 'SF Bay Area', 'cat': 'Employment', 'uuid': '1b30f421-3a7b-d00d-4803-f94ab6d4ffc2'})",534
7049,"('EMKinetics', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'd4965816-1e8e-3861-e108-59b54877de2f'})",534
7050,"('Edward Zimmerman', {})",534
7051,"('Inkling Systems', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': '0abdc3a0-5ae3-ad07-8754-d657a1ebecd2'})",534
7052,"('James Beshara', {})",534
7053,"('Howe Ng', {})",534
7054,"('Joe Morgan', {})",534
7055,"('MiaSolé', {'region': 'SF Bay Area', 'cat': 'Clean Energy', 'uuid': 'b55e9d67-b7b6-d832-455b-4355215c90fa'})",200
7056,"('QueueDr', {'region': 'SF Bay Area', 'cat': 'Information Technology', 'uuid': 'da757555-5b8a-5659-00e0-7b0e4b2cf806'})",534
7057,"('PayStand', {'region': 'SF Bay Area', 'cat': 'Bitcoin', 'uuid': '387d2833-d1cc-e8c6-08a5-2d40fa8b1d3b'})",534
7058,"('Easton Capital', {})",534
7059,"('Lew Moorman', {})",534
7060,"('OrbiMed', {})",360
7061,"('Pluot', {'region': 'SF Bay Area', 'cat': 'Communication Hardware', 'uuid': '93b0188a-2b26-43b4-7992-fb39d0a591f0'})",534
7062,"('gForce', {'region': 'SF Bay Area', 'cat': 'E-Learning', 'uuid': '69d0dd9d-15e7-d64a-452c-fb6942b6d69c'})",534
7063,"('Steve Bennet', {})",534
7064,"('Eric Marcoullier', {})",534
7065,"('Fulcrum Bioenergy', {'region': 'SF Bay Area', 'cat': 'Biofuel', 'uuid': '8ccd5a6b-9467-5160-4168-a7beca113d6a'})",534
7066,"('AimWith', {'region': 'SF Bay Area', 'cat': 'Crowdfunding', 'uuid': '5a5522f1-885e-7873-0d6e-88faf651bb7a'})",534
7067,"('Merck Global Health Innovation Fund', {})",534
7068,"('Nth Power Technologies', {})",534
7069,"('SavvyMoney, Inc.', {'region': 'SF Bay Area', 'cat': 'Credit Cards', 'uuid': '0220dd84-e4d8-8b5b-ed8f-14372536a19c'})",534
7070,"('Tenet Healthcare Corporation', {})",534
7071,"('Pereg Ventures', {})",534
7072,"('Anges Quebec', {})",534
7073,"('Castle', {'region': 'SF Bay Area', 'cat': 'Cyber Security', 'uuid': 'a460e8e0-e6ef-db65-a735-8ef460de82b2'})",534
7074,"('Denis Grosz', {})",534
7075,"('Tomfoolery', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': '6384bf49-4a91-7693-35f3-ba256e78af03'})",534
7076,"('TargetingMantra', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': 'cc0c83d3-89a3-4b3f-eaa8-62b88d82a8a3'})",534
7077,"('uAvionix', {'region': 'SF Bay Area', 'cat': 'Aerospace', 'uuid': '37772b2c-bea9-35b3-2bc8-6aa84a2da9e0'})",534
7078,"('Andrew Schoen', {})",534
7079,"('Ari Tulla', {})",534
7080,"('Sight Machine', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '7acc3d32-4bee-8677-31ca-12850b57e556'})",534
7081,"('Double Robotics', {'region': 'SF Bay Area', 'cat': 'Hardware', 'uuid': '5cc73f1a-8e91-6600-0efe-9e87a1df9401'})",534
7082,"('LoungeBuddy', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': '8605a4b1-dcab-decf-11c4-f2982cc86adb'})",534
7083,"('Highland Capital Partners Europe', {})",534
7084,"('MID Labs', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '73bc2d51-d281-1f7a-8dc7-a6271cafe050'})",534
7085,"('Unity Technologies', {'region': 'SF Bay Area', 'cat': '3D Technology', 'uuid': '8bb8f294-4617-2031-5d2e-8ca53ffb71dd'})",274
7086,"('Loeb.nyc', {})",534
7087,"('Rapt', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': 'ab6ae6e5-bb08-c4d8-c3a4-26f67ba2596e'})",534
7088,"('Webb Investment Network', {})",534
7089,"('Pat Hanrahan', {})",534
7090,"('Steve Simon', {})",534
7091,"('Arimo, Inc.', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '74506bc3-9f59-f966-1cab-9707d3026ad5'})",534
7092,"('Lead - Doughty Hanson Technology Ventures', {})",534
7093,"('NuVentures', {})",534
7094,"('Schlumberger Limited', {})",534
7095,"('Landmark Growth Capital Partners', {})",279
7096,"('Evalve', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '3364a576-43c8-74c0-1e17-a6b64b80a4ff'})",534
7097,"('ADC Telecommunications', {})",534
7098,"('Marc Lasry', {})",534
7099,"('UniCredit Start Lab FinTech Accelerator', {})",534
7100,"('OakStone Ventures', {})",534
7101,"('Cryptonaut Ventures', {})",534
7102,"('Jay Weintraub', {})",534
7103,"('Deerfield Capital Management', {})",146
7104,"('Sophia Eurolab', {})",534
7105,"('EcoFactor', {'region': 'SF Bay Area', 'cat': 'Energy Management', 'uuid': '233f1fcd-2879-1a0c-a78e-911211741afa'})",534
7106,"('Juvaris BioTherapeutics', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '8fdabe9a-c613-9978-64ac-fc3486b62192'})",340
7107,"('Lead - Flextronics International', {})",534
7108,"('Integrated Media Measurement (IMMI)', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': 'def6ff96-3c12-78c2-7757-0513753b5fc0'})",180
7109,"('Chubbies Shorts', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '5b8e30a5-2fec-c153-501a-06c44d1016bc'})",534
7110,"('Sand Hill Capital', {})",423
7111,"('Joel Englander', {})",534
7112,"('Denali Therapeutics', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'aa85c39b-4a8a-960e-cfef-063129816e28'})",62
7113,"('VxTel', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': 'ee0e1f93-9f9f-3a74-b4f0-33a8b3907802'})",432
7114,"('Lead - Latterell Venture Partners', {})",534
7115,"('Prashant Malik', {})",534
7116,"('Scott McNealy', {})",534
7117,"('Woo.io', {'region': 'SF Bay Area', 'cat': 'Human Resources', 'uuid': '3ec9d8ea-4fa6-25e9-5ebb-5ab7a9073b5b'})",534
7118,"('IXI Mobile', {'region': 'SF Bay Area', 'cat': 'Hardware', 'uuid': '5ee50c96-023f-e40d-348a-622c9438c345'})",534
7119,"('Sorenson Capital', {})",534
7120,"('HelloSoft', {'region': 'SF Bay Area', 'cat': 'VoIP', 'uuid': 'c6b87017-8400-9389-af94-cd8a14c46847'})",534
7121,"('Miyowa', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': 'bdafa3d1-50b2-9382-a783-491071b9143e'})",534
7122,"('D2C Games', {'region': 'SF Bay Area', 'cat': 'Digital Entertainment', 'uuid': '528ca4e8-942b-b8ad-9621-0723d8b305aa'})",534
7123,"('Varsha Rao', {})",534
7124,"('Sequence Design', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': '6af58044-6d4a-f4ce-a8c5-d832d375fd72'})",534
7125,"('Ionics', {})",534
7126,"('ConteXtream', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': 'a718ff16-0534-7c22-dcac-4b6064ad224e'})",534
7127,"('Lance White', {})",534
7128,"('Fastly', {'region': 'SF Bay Area', 'cat': 'Content Delivery Network', 'uuid': '6a8ab5d4-8b49-335f-69b5-a946edfd2833'})",379
7129,"('Ultracell', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': 'd68683bc-eb01-fa9e-2ed8-77429da4dae9'})",534
7130,"('Jonathan Swanson', {})",534
7131,"('LilLuxe', {'region': 'SF Bay Area', 'cat': 'Fashion', 'uuid': 'df848eb7-1305-ad8e-b372-6d9d80c2cf03'})",534
7132,"('Klip', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': '6fa1e8fb-fd1c-8f7a-0ba0-f5466cc87d14'})",534
7133,"('Entertainment Ventures', {})",534
7134,"('Lead - Chase Equity Associates', {})",534
7135,"('AppGyver', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': '4401e53e-4fc5-a2ce-0778-65ee64a4fab5'})",534
7136,"('David Drummond', {})",534
7137,"('Knygt Erraunt LLC', {})",534
7138,"('Rizvi Traverse Management', {})",138
7139,"('Planet OS', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': 'ceac61ee-75e3-66da-10c2-b47b918c187a'})",534
7140,"('StepStone Group', {})",534
7141,"('East Gate Capital Management', {})",534
7142,"('VoloAgri Group', {'region': 'SF Bay Area', 'cat': 'Finance', 'uuid': 'fb737a72-ac7a-8796-0e5e-86f18bbc1715'})",340
7143,"('Vast', {'region': 'SF Bay Area', 'cat': 'Automotive', 'uuid': '610de275-55cb-bcc9-730a-4d9b8923907a'})",534
7144,"('Asuka Asset Management', {})",534
7145,"(""Patrick O'Donnell"", {})",534
7146,"('Hotchalk', {'region': 'SF Bay Area', 'cat': 'EdTech', 'uuid': 'f8fecbe8-bd2b-573d-00a2-52c87348ef11'})",72
7147,"('Shepherd Ventures', {})",534
7148,"('eThor.com', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': 'a1109147-a877-72b5-8453-b0bf9ecc7887'})",534
7149,"('Bolt', {})",534
7150,"('Rick Webb', {})",534
7151,"('OpVista', {'region': 'SF Bay Area', 'cat': 'Developer Platform', 'uuid': 'ebdf1a89-6377-3395-856a-710a2619114b'})",461
7152,"('Bodley Group', {})",534
7153,"('CrossCoin Ventures', {})",534
7154,"('Deap Ubhi', {})",534
7155,"('Starfish Ventures, Southern Cross Venture Partners', {})",534
7156,"('Ginger.io', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '80ae6677-47e5-0624-158d-5742efe749ec'})",534
7157,"('Skillz', {'region': 'SF Bay Area', 'cat': 'eSports', 'uuid': '516fd194-8eb3-2832-1a0e-c33ed87da2b6'})",534
7158,"('VenGrowth Asset Management', {})",534
7159,"('Blue Heron Capital', {})",534
7160,"('Hey! Inc.', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '508d598e-771e-8e43-0b73-42ed249e1e9f'})",534
7161,"('TuneUp', {'region': 'SF Bay Area', 'cat': 'Media and Entertainment', 'uuid': '3e2c3417-8f90-cea6-bd43-91a559c76e72'})",534
7162,"('Partech Ventures, Adams Street Partners', {})",534
7163,"('Banc of America Securities', {})",534
7164,"('Radiance', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': '73cad3f3-6302-d0e7-f858-933490e9dd68'})",534
7165,"('Zero Gravity Venture Partners', {})",534
7166,"('Lead - IDG Ventures India', {})",534
7167,"('George Perlegos', {})",534
7168,"('AuditFile', {'region': 'SF Bay Area', 'cat': 'Accounting', 'uuid': '25a89215-743f-aa41-35ad-be524dce078c'})",534
7169,"('Blue Cedar Networks', {'region': 'SF Bay Area', 'cat': 'Computer', 'uuid': '03cbab55-f97e-ef60-4b4b-22fda2786723'})",534
7170,"('Talkwheel', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '356d2f38-a775-e01b-a537-046823d309d3'})",534
7171,"('Oliver Hausler', {})",534
7172,"('Trace Mayer', {})",534
7173,"('The Challenge Funds', {})",534
7174,"('CFO Rick', {})",534
7175,"('Alex Le', {})",534
7176,"('Gil Elbaz', {})",534
7177,"('Ericsson', {})",534
7178,"('Jeff Mallett', {})",534
7179,"('Patrick Weil', {})",534
7180,"('Lead - Relevance Capital', {})",534
7181,"('Pocket Change', {'region': 'SF Bay Area', 'cat': 'Financial Services', 'uuid': 'c34e41ad-d8d8-be76-c54c-42b15b37aac2'})",534
7182,"('Hunite', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': '463b2f2e-1db4-17a9-b2e7-028d27f50d14'})",534
7183,"('RWI Ventures', {})",534
7184,"('Venture Labo Investment Co.,Ltd', {})",534
7185,"('Mike Pearson', {})",534
7186,"('Mike Dinsdale', {})",534
7187,"('Health Coda', {'region': 'SF Bay Area', 'cat': 'Fitness', 'uuid': 'e9f682b3-2756-0e87-7e55-088fab297c9d'})",534
7188,"('Vitagene', {'region': 'SF Bay Area', 'cat': 'Dietary Supplements', 'uuid': 'c05ca104-1955-01ad-29e8-2d5a678bbb44'})",534
7189,"('William Guttman', {})",534
7190,"('Herlitz Capital', {})",534
7191,"('Infoblox', {'region': 'SF Bay Area', 'cat': 'Network Hardware', 'uuid': '38e400c2-d965-be35-07b6-7ef68399c78e'})",432
7192,"('James Murdoch', {})",534
7193,"('CellBiosciences', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '00e12273-bfa7-d0ac-25e2-c870ab22c474'})",534
7194,"('BlueCross BlueShield Venture Partners', {})",226
7195,"('Respectance', {'region': 'SF Bay Area', 'cat': 'Social Media', 'uuid': 'fa2bd476-2f14-dda1-c8bf-b997d71feccd'})",534
7196,"('Corazon Capital', {})",534
7197,"('Phonezoo Communications', {'region': 'SF Bay Area', 'cat': 'Content', 'uuid': '305d8533-a3d6-5508-8a30-5d4d864d0463'})",534
7198,"('Bloomlife', {'region': 'SF Bay Area', 'cat': 'Consumer Electronics', 'uuid': '98471bac-2d2c-93de-8c9c-63d10f97c993'})",534
7199,"('Nova Credit', {'region': 'SF Bay Area', 'cat': 'Consumer', 'uuid': '2c524b8c-c932-0fc2-4163-d22e653d9187'})",534
7200,"('Cumulus Networks', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': '4e6f3674-aeb6-27bc-1eca-a47d96ee5167'})",432
7201,"('NZ Super Fund', {})",129
7202,"('Christoph Janz', {})",534
7203,"('Saurab Paruthi', {})",534
7204,"('Brian Chesky', {})",534
7205,"('TeleSoft Partners', {})",534
7206,"('ProDay', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '6592083b-1c41-e2c1-8a72-07caad8d7838'})",534
7207,"('Blaze Network Products', {'region': 'SF Bay Area', 'cat': 'Manufacturing', 'uuid': 'e36857ef-a879-e2e7-fe24-8a75161d72d4'})",534
7208,"('Lucidworks', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': 'a36e9aa1-6609-7017-6e59-9e73437d27e0'})",534
7209,"('Calm.io', {'region': 'SF Bay Area', 'cat': 'Cloud Management', 'uuid': '30798a2b-f502-3afc-6578-df4a744640df'})",432
7210,"('Totspot Inc', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '9a65c985-935b-10b6-2554-f829451b6759'})",534
7211,"('Maynard Webb', {})",534
7212,"('BoostWorks', {'region': 'SF Bay Area', 'cat': 'Automotive', 'uuid': '95d2fcd4-99fe-26a3-aeb4-d7cffb9ad34a'})",534
7213,"('Mirabilis Ventures', {})",534
7214,"('U.S. Trust', {})",534
7215,"('Lead - Pritzker Group Venture Capital', {})",534
7216,"('SpringSource', {'region': 'SF Bay Area', 'cat': 'Enterprise Applications', 'uuid': '7dc3c2cc-1763-694c-cad8-9eabeb880503'})",534
7217,"('Sift Shopping', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '9d6d9145-9c84-2bf4-e0ea-5f93456ac71d'})",534
7218,"('Dry Creek Ventures', {})",534
